'169','28436016095307','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 10 KG)','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 10 KG)','10.00','0.00','0.00','0.00','0.00','12','1'
'170','38436016095304','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 15 KG)','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 15 KG)','15.00','0.00','0.00','0.00','0.00','12','1'
'171','48436016095301','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 25 KG)','ALUBIAS FABADA GRANJA I- SEGUNDA (saco 25 KG)','25.00','89.00','0.00','0.00','0.00','12','1'
'172','8436016095402','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (SIN ENVASE)','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (SIN ENVASE)','1.00','0.00','85.00','0.00','0.00','12','0'
'173','1843601609540','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (5 KG)','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (5 KG)','5.00','0.00','0.00','0.00','0.00','12','1'
'174','28436016095406','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (10 KG)','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (10 KG)','10.00','0.00','0.00','0.00','0.00','12','0'
'175','38436016095403','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (15 KG)','ALUBIAS FABADA GRANJA NACIONAL- EXTRA (15 KG)','15.00','0.00','0.00','0.00','0.00','12','0'
'176','48436016095400','ALUBIAS FABADA GRANJA NACIONAL-EXTRA (25 KG)','ALUBIAS FABADA GRANJA NACIONAL-EXTRA (25 KG)','25.00','0.00','0.00','0.00','0.00','12','1'
'177','8436016095709','ALUBIAS FABADA VERDINA ASTURIANA (SIN ENVASE)','ALUBIAS FABADA VERDINA ASTURIANA (SIN ENVASE)','1.00','0.00','-20.00','0.00','0.00','14','0'
'178','0000000000178','ALUBIAS "ESPECIALES PARA FABADA" Saco 25 Kg- Cat. Extra.-Nacional','ALUBIAS "ESPECIALES PARA FABADA" Saco 25 Kg- Cat. Extra.-Nacional','25.00','0.00','0.00','0.00','0.00','12','1'
'179','0000000000179','Frijol Negrito Extra (sin envase)','Frijol Negrito Extra (sin envase)','1.00','0.00','615.00','0.00','0.00','23','0'
'180','18436016095706','ALUBIAS FABADA VERDINA- EXTRA (5 KG)','ALUBIAS FABADA VERDINA- EXTRA (5 KG)','5.00','0.00','0.00','0.00','0.00','14','1'
'181','0000000000181','Saco Judión Grande 25 Kg PV','Saco Judión Grande 25 Kg PV','25.00','4.00','0.00','0.00','0.00','29','1'
'182','0000000000182','JUDION GRANJA (SIN ENVASE)','','1.00','0.00','200.00','0.00','0.00','29','1'
'183','0000000000183','JUDION GRANJA SACO 15 KG','JUDION GRANJA SACO 15 KG','15.00','0.00','0.00','0.00','0.00','29','1'
'184','0000000000184','JUDION GRANJA SACO 25 KG','JUDION GRANJA SACO 25 KG','25.00','8.00','0.00','0.00','0.00','29','1'
'185','0000000000185','Garbanzo Pedrosillano Nacional Extra- 1Kg','Garbanzo Pedrosillano Nacional Extra- 1Kg','1.00','25.00','0.00','0.00','0.02','31','1'
